1	2020
2	1745
3	1651
4	1600
5	1697
6	1665
7	1739
8	1675
9	1849
10	2004
11	1737
12	1816
13	2297
14	1602
15	2275
16	1800
17	1635
18	1487
19	1487
20	1843
21	1968
22	2459
23	2083
24	2041
25	3011
26	2106
27	2087
28	2340
29	1979
30	1986
31	1974
32	1925
33	1358
34	1475
35	2082
36	1862
37	2022
38	1647
39	1710
40	1731
41	1513
42	1836
43	1916
44	2057
45	1522
46	1457
47	1582
48	2039
49	1660
50	1660
51	1984
52	1789
53	1792
54	1722
55	1472
