 1             1331 
 2             1125 
 3             925 
 4             2155 
 5             2167 
 6             2141 
 7             1277 
 8             1370 
 9             1021 
 10            1190 
 11            1039 
 12            1417 
 13            1077 
 14            856 
 15            942 
 16            851 
 17            1043 
 18            916 
 19            1095 
 20            822 
 21            763 
 22            840 
 23            962 
 24            660 
 25            848 
 26            981 
 27            1322 
 28            890 
 29            1118 
 30            811 
 31            922 
 32            732 
 33            828 
 34            1399 
 35            916 
 36            1638 
 37            893 
 38            1022 
 39            1642 
 40            903 
 41            751 
 42            993 
 43            971 
 44            1479 
 45            1013 
 46            1127 
 47            1027 
 48            721 
 49            768 
 50            1034 
 51            901 
 52            1566 
 53            929 
 54            983 
 55            667 
 56            722 
 57            1211 
 58            921 
 59            981 
 60            1318 
 61            918 
 62            1313 
 63            973 
 64            769 
 65            846 
 66            865 
 67            709 
 68            1309 
 69            1335 
 70            767 
 71            801 
 72            1098 
 73            605 
 74            647 
 75            1033 
 76            1038 
 77            769 
 78            1246 
 79            982 
 80            1087 
 81            763 
 82            762 
 83            729 
 84            739 
 85            1071 
 86            944 
 87            564 
 88            1551 
 89            897 
 90            737 
 91            855 
 92            729 
 93            631 
 94            1046 
 95            1049 
 96            1398 
 97            891 
 98            582 
 99            683 
 100           926 
 101           654 
 102           724 
 103           810 
 104           823 
 105           825 
 106           1029 
 107           682 
 108           699 
 109           771 
 110           1003 
 111           684 
 112           857 
 113           913 
 114           777 
 115           1307 
 116           956 
 117           1253 
 118           1152 
 119           689 
 120           954 
 121           634 
