 1             734 
 2             631 
 3             812 
 4             748 
 5             582 
 6             1183 
 7             747 
 8             747 
 9             931 
 10            516 
 11            693 
 12            1126 
 13            656 
 14            1058 
 15            867 
 16            630 
 17            480 
 18            671 
 19            539 
 20            653 
 21            601 
 22            522 
 23            709 
 24            889 
 25            534 
 26            609 
 27            551 
 28            504 
 29            574 
 30            562 
 31            604 
 32            562 
 33            685 
 34            536 
 35            697 
 36            559 
 37            1200 
 38            575 
 39            629 
 40            616 
 41            573 
 42            502 
 43            741 
 44            648 
 45            723 
 46            601 
 47            431 
 48            547 
 49            683 
 50            579 
 51            542 
 52            670 
 53            383 
 54            601 
 55            1070 
 56            555 
 57            547 
 58            503 
 59            710 
 60            777 
 61            1022 
 62            516 
 63            868 
 64            692 
 65            1000 
 66            784 
 67            411 
 68            573 
 69            795 
 70            473 
 71            901 
 72            592 
 73            545 
 74            518 
 75            444 
 76            355 
 77            485 
 78            693 
 79            435 
 80            633 
 81            597 
 82            886 
 83            731 
 84            526 
 85            507 
 86            491 
 87            888 
 88            1052 
 89            772 
 90            632 
 91            840 
 92            828 
 93            656 
 94            430 
 95            607 
 96            554 
