 1             510 
 2             531 
 3             550 
 4             547 
 5             840 
 6             497 
 7             846 
 8             446 
 9             450 
 10            564 
 11            469 
 12            597 
 13            639 
 14            577 
 15            681 
 16            724 
 17            536 
 18            601 
 19            593 
 20            529 
 21            606 
 22            666 
 23            875 
 24            554 
 25            814 
 26            461 
 27            739 
 28            663 
 29            550 
 30            520 
 31            743 
 32            469 
 33            629 
 34            601 
 35            499 
 36            618 
 37            1026 
 38            630 
 39            708 
 40            557 
 41            713 
 42            693 
 43            672 
 44            585 
 45            628 
 46            754 
 47            583 
 48            551 
 49            673 
 50            510 
 51            729 
 52            666 
 53            535 
 54            575 
 55            737 
 56            1352 
 57            580 
 58            485 
 59            685 
 60            491 
 61            566 
 62            795 
 63            523 
 64            623 
 65            844 
 66            608 
 67            665 
 68            680 
 69            678 
 70            625 
 71            566 
 72            661 
 73            627 
 74            575 
 75            670 
 76            565 
 77            634 
 78            715 
 79            545 
 80            491 
 81            564 
 82            617 
 83            830 
 84            928 
 85            743 
 86            592 
 87            575 
 88            897 
 89            571 
 90            661 
 91            848 
 92            564 
 93            737 
 94            725 
 95            675 
 96            783 
 97            538 
 98            542 
 99            650 
 100           603 
 101           577 
 102           567 
 103           1019 
 104           699 
