 1             2465 
 2             2738 
 3             1698 
 4             1482 
 5             1544 
 6             1386 
 7             1315 
 8             1032 
 9             998 
 10            1119 
 11            1203 
 12            1107 
 13            889 
 14            907 
 15            1043 
 16            968 
 17            895 
 18            1030 
 19            893 
 20            1089 
 21            933 
 22            885 
 23            663 
 24            1321 
 25            1148 
 26            826 
 27            1118 
 28            1497 
 29            757 
 30            865 
 31            1605 
 32            872 
 33            784 
 34            1055 
 35            786 
 36            913 
 37            1597 
 38            695 
 39            716 
 40            756 
 41            690 
 42            748 
 43            1042 
 44            609 
 45            717 
 46            856 
 47            741 
 48            1183 
 49            836 
 50            836 
 51            843 
 52            841 
 53            1150 
 54            819 
 55            683 
 56            1265 
 57            841 
 58            1047 
 59            1271 
 60            882 
 61            800 
 62            971 
 63            711 
 64            934 
 65            937 
 66            1111 
 67            733 
 68            1006 
 69            921 
 70            1140 
 71            809 
 72            686 
 73            744 
 74            1462 
 75            876 
 76            683 
 77            1108 
 78            1146 
 79            1295 
 80            1320 
 81            871 
 82            803 
 83            1043 
 84            819 
 85            651 
 86            1654 
 87            806 
 88            725 
 89            1160 
 90            695 
 91            1039 
 92            1482 
 93            1001 
 94            835 
 95            1098 
 96            1489 
 97            935 
 98            915 
 99            1675 
 100           779 
 101           930 
 102           786 
 103           1065 
 104           1004 
