 1             1962 
 2             1355 
 3             1253 
 4             1663 
 5             1751 
 6             1901 
 7             1495 
 8             1663 
 9             1671 
 10            1447 
 11            1272 
 12            1814 
 13            1432 
 14            1557 
 15            1461 
 16            1846 
 17            1275 
 18            1333 
 19            1549 
 20            1373 
 21            1741 
 22            1398 
 23            1565 
 24            1409 
 25            1715 
 26            1606 
 27            1537 
 28            2140 
 29            1602 
 30            1548 
 31            1881 
 32            1291 
 33            1198 
 34            1516 
 35            1151 
 36            1525 
 37            1706 
 38            1263 
 39            1118 
 40            1262 
 41            1271 
 42            1075 
 43            1758 
 44            1477 
 45            1546 
 46            1050 
 47            1487 
 48            1484 
 49            1306 
 50            1292 
 51            1861 
 52            1518 
 53            1673 
 54            1683 
 55            1786 
 56            1218 
 57            1341 
 58            1588 
 59            2019 
 60            1262 
 61            1822 
 62            1537 
 63            1579 
 64            2069 
 65            1364 
 66            1324 
 67            2036 
 68            1129 
 69            1340 
 70            1406 
 71            1252 
 72            1318 
 73            1344 
 74            1284 
 75            1237 
 76            1698 
 77            1466 
 78            1236 
 79            1285 
 80            1362 
 81            1290 
 82            1898 
 83            1689 
 84            1536 
 85            1466 
 86            1367 
 87            1710 
 88            1512 
 89            1499 
 90            1737 
 91            1528 
 92            1900 
 93            1427 
 94            1788 
 95            1207 
 96            1696 
 97            1145 
 98            1354 
 99            1237 
 100           1638 
 101           2180 
 102           1534 
 103           1809 
 104           1788 
 105           1187 
 106           1666 
 107           1429 
 108           1421 
 109           1771 
 110           1566 
 111           1353 
 112           1270 
 113           1261 
 114           1272 
 115           1459 
 116           1170 
 117           1475 
