 1             1396 
 2             1013 
 3             839 
 4             1319 
 5             1298 
 6             719 
 7             939 
 8             914 
 9             981 
 10            1009 
 11            1096 
 12            1071 
 13            1262 
 14            1608 
 15            1245 
 16            1230 
 17            1089 
 18            1122 
 19            1001 
 20            1270 
 21            1124 
 22            1053 
 23            1057 
 24            1659 
 25            1548 
 26            1138 
 27            1264 
 28            1415 
 29            1095 
 30            1240 
 31            1555 
 32            1024 
 33            1106 
 34            1198 
 35            1110 
 36            980 
 37            1368 
 38            1212 
 39            1094 
 40            1125 
 41            1002 
 42            785 
 43            1426 
 44            1062 
 45            995 
 46            930 
 47            1209 
 48            1046 
 49            1343 
 50            1135 
 51            1227 
 52            1112 
 53            1664 
 54            1142 
 55            1531 
 56            1164 
 57            1074 
 58            1034 
 59            1281 
 60            1079 
 61            1171 
 62            1271 
 63            1251 
 64            1733 
 65            1382 
 66            1089 
 67            1487 
 68            1359 
 69            996 
 70            1252 
 71            1207 
 72            1198 
 73            987 
 74            1180 
 75            972 
 76            1466 
 77            1044 
 78            1661 
 79            1176 
 80            2204 
 81            948 
 82            1365 
 83            1153 
 84            1173 
 85            1038 
 86            1215 
 87            1214 
 88            1168 
 89            1416 
 90            1334 
 91            1351 
 92            1532 
 93            1280 
 94            1479 
 95            1017 
 96            1126 
 97            1132 
 98            1202 
 99            1073 
 100           1206 
 101           1514 
 102           1383 
 103           1293 
 104           1148 
 105           1479 
 106           1639 
 107           1050 
 108           1478 
 109           1438 
 110           1108 
 111           1180 
 112           1084 
 113           1062 
 114           1332 
 115           1138 
 116           1308 
 117           1260 
