 1             458 
 2             654 
 3             535 
 4             745 
 5             619 
 6             591 
 7             582 
 8             760 
 9             694 
 10            604 
 11            637 
 12            790 
 13            469 
 14            609 
 15            782 
 16            708 
 17            609 
 18            628 
 19            503 
 20            897 
 21            527 
 22            647 
 23            657 
 24            489 
 25            465 
 26            947 
 27            717 
 28            518 
 29            613 
 30            581 
 31            521 
 32            396 
 33            596 
 34            932 
 35            764 
 36            645 
 37            609 
 38            528 
 39            624 
 40            632 
 41            589 
 42            557 
 43            586 
 44            674 
 45            562 
 46            952 
 47            634 
 48            558 
 49            893 
 50            490 
 51            645 
 52            1142 
 53            1286 
 54            550 
 55            600 
 56            478 
 57            628 
 58            396 
 59            905 
 60            828 
 61            501 
 62            598 
 63            1030 
 64            662 
 65            554 
 66            586 
 67            643 
 68            725 
 69            609 
 70            686 
 71            552 
 72            541 
 73            730 
 74            589 
 75            422 
 76            545 
 77            588 
 78            506 
 79            1242 
 80            510 
 81            487 
 82            787 
 83            697 
 84            648 
 85            766 
 86            589 
 87            591 
 88            956 
 89            653 
 90            422 
 91            743 
 92            661 
 93            750 
 94            673 
 95            518 
 96            923 
 97            589 
 98            646 
 99            719 
