 1             672 
 2             748 
 3             1228 
 4             874 
 5             1052 
 6             618 
 7             929 
 8             649 
 9             573 
 10            819 
 11            747 
 12            558 
 13            1016 
 14            691 
 15            726 
 16            811 
 17            677 
 18            442 
 19            641 
 20            593 
 21            674 
 22            956 
 23            706 
 24            455 
 25            671 
 26            678 
 27            574 
 28            947 
 29            648 
 30            743 
 31            541 
 32            734 
 33            443 
 34            780 
 35            681 
 36            1066 
 37            591 
 38            877 
 39            584 
 40            619 
 41            462 
 42            550 
 43            976 
 44            558 
 45            847 
 46            685 
 47            407 
 48            850 
 49            649 
 50            638 
 51            696 
 52            583 
 53            683 
 54            483 
 55            1118 
 56            581 
 57            546 
 58            510 
 59            795 
 60            518 
 61            467 
 62            472 
 63            581 
 64            835 
 65            518 
 66            835 
 67            639 
 68            727 
 69            845 
 70            525 
 71            1072 
 72            504 
 73            766 
 74            598 
 75            395 
 76            715 
 77            812 
 78            593 
 79            603 
 80            688 
 81            629 
 82            503 
 83            654 
 84            518 
 85            762 
 86            631 
 87            578 
 88            748 
 89            412 
 90            802 
 91            498 
 92            555 
 93            643 
 94            853 
 95            756 
 96            751 
 97            905 
 98            807 
 99            515 
 100           538 
 101           666 
 102           796 
 103           474 
 104           873 
 105           648 
 106           799 
 107           706 
 108           544 
 109           514 
 110           737 
 111           619 
 112           635 
 113           627 
 114           471 
 115           490 
 116           409 
 117           443 
 118           510 
 119           493 
 120           1007 
 121           658 
 122           781 
 123           771 
 124           737 
 125           1007 
 126           550 
 127           561 
 128           527 
 129           770 
 130           672 
 131           664 
 132           639 
