 1             491 
 2             718 
 3             442 
 4             568 
 5             1232 
 6             413 
 7             496 
 8             921 
 9             478 
 10            590 
 11            466 
 12            665 
 13            565 
 14            515 
 15            522 
 16            508 
 17            750 
 18            486 
 19            563 
 20            820 
 21            544 
 22            632 
 23            599 
 24            531 
 25            615 
 26            366 
 27            609 
 28            685 
 29            553 
 30            1232 
 31            514 
 32            469 
 33            491 
 34            882 
 35            608 
 36            529 
 37            746 
 38            370 
 39            478 
 40            808 
 41            586 
 42            781 
 43            546 
 44            634 
 45            984 
 46            664 
 47            621 
 48            576 
 49            551 
 50            534 
 51            458 
 52            659 
 53            750 
 54            580 
 55            561 
 56            625 
 57            774 
 58            495 
 59            496 
 60            396 
 61            625 
 62            571 
 63            560 
 64            476 
 65            350 
 66            439 
 67            666 
 68            722 
 69            564 
 70            561 
 71            639 
 72            788 
 73            625 
 74            542 
 75            861 
 76            487 
 77            463 
 78            736 
 79            605 
 80            571 
 81            1008 
 82            993 
 83            577 
 84            773 
 85            457 
 86            784 
 87            497 
 88            504 
 89            846 
 90            634 
 91            337 
 92            374 
 93            621 
 94            555 
 95            631 
 96            458 
 97            728 
 98            446 
 99            565 
 100           594 
 101           867 
 102           1061 
 103           537 
 104           392 
 105           553 
 106           465 
