 1             1026 
 2             852 
 3             680 
 4             730 
 5             860 
 6             594 
 7             1002 
 8             683 
 9             616 
 10            824 
 11            898 
 12            639 
 13            641 
 14            759 
 15            832 
 16            765 
 17            661 
 18            797 
 19            749 
 20            760 
 21            523 
 22            705 
 23            593 
 24            667 
 25            633 
 26            745 
 27            749 
 28            635 
 29            938 
 30            721 
 31            541 
 32            896 
 33            638 
 34            807 
 35            589 
 36            540 
 37            907 
 38            552 
 39            565 
 40            817 
 41            788 
 42            716 
 43            754 
 44            618 
 45            784 
 46            539 
 47            565 
 48            593 
 49            930 
 50            615 
 51            755 
 52            710 
 53            719 
 54            578 
 55            776 
 56            693 
 57            932 
 58            616 
 59            782 
 60            844 
 61            659 
 62            1004 
 63            565 
 64            910 
 65            886 
 66            685 
 67            516 
 68            765 
 69            670 
 70            690 
 71            527 
 72            872 
 73            588 
 74            543 
 75            823 
 76            844 
 77            707 
 78            648 
 79            543 
 80            821 
 81            642 
 82            820 
 83            712 
 84            543 
 85            750 
 86            754 
 87            981 
 88            752 
 89            659 
 90            1074 
 91            540 
 92            622 
 93            870 
 94            694 
 95            770 
 96            834 
 97            592 
 98            650 
 99            781 
 100           631 
 101           622 
 102           760 
 103           743 
 104           818 
 105           815 
 106           1056 
 107           760 
 108           508 
 109           982 
 110           627 
 111           683 
 112           688 
 113           958 
 114           724 
 115           560 
 116           748 
 117           618 
 118           614 
 119           891 
 120           875 
 121           724 
 122           712 
 123           1554 
 124           531 
 125           653 
 126           560 
 127           626 
 128           545 
 129           535 
 130           545 
