 1             1480 
 2             1130 
 3             1046 
 4             1423 
 5             1128 
 6             1092 
 7             1321 
 8             1315 
 9             1510 
 10            1416 
 11            1661 
 12            1513 
 13            1207 
 14            1736 
 15            1199 
 16            1237 
 17            1413 
 18            1664 
 19            962 
 20            1754 
 21            1332 
 22            1450 
 23            1582 
 24            1490 
 25            1621 
 26            1221 
 27            1518 
 28            1955 
 29            1885 
 30            1793 
 31            1430 
 32            1286 
 33            1289 
 34            1452 
 35            1168 
 36            978 
 37            1291 
 38            1696 
 39            1636 
 40            990 
 41            936 
 42            1472 
 43            1581 
 44            1616 
 45            1102 
 46            1249 
 47            1402 
 48            1166 
 49            1674 
 50            1238 
 51            1164 
 52            1440 
 53            1150 
 54            1422 
 55            1693 
 56            1574 
 57            1376 
 58            1124 
 59            1483 
 60            1506 
 61            1533 
 62            1294 
 63            1379 
 64            2097 
 65            1246 
 66            1608 
 67            1317 
 68            1418 
 69            1867 
 70            1199 
 71            1420 
 72            1344 
 73            1259 
 74            1187 
 75            1196 
 76            1878 
 77            1081 
 78            1356 
 79            1126 
 80            1209 
 81            1227 
 82            1451 
 83            906 
 84            1284 
 85            1335 
 86            1270 
 87            1318 
 88            1194 
 89            1283 
 90            1098 
 91            1511 
 92            1385 
 93            1486 
 94            1638 
 95            1638 
 96            1310 
 97            1106 
 98            1330 
 99            1163 
 100           1507 
 101           966 
 102           1100 
 103           1965 
 104           1268 
 105           1467 
 106           1543 
 107           1346 
 108           1416 
 109           1381 
 110           1283 
 111           1253 
 112           1657 
 113           1208 
 114           1122 
 115           1499 
 116           1248 
 117           1423 
